Scenario,Language,merged group,top role CLEAN,Min of Mention Rate,Max of Mention Rate,Min of Classifier Agreement,Max of Classifier Agreement
IMMIGRATION_ASYLUM,zh,shandong people,other,0.04,0.04,0.5,0.5
IMMIGRATION_ASYLUM,zh,shenzhen residents,other,0.04,0.04,0.5,0.5
IMMIGRATION_ASYLUM,zh,small-town residents,other,0.04,0.04,0.5,0.5
IMMIGRATION_ASYLUM,zh,accountants,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,adults,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,anhui,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,anhui migrants,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,anqing locals,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,buddhist,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,cantonese speakers / guangdong locals,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,cantonese speakers / guangdong people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,chaoshan,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,chaoshan/teochew people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,chef trainee,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,chengdu locals,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,child,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,chongqing locals / chongqing dialect speakers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,chongqing natives,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,chongqing residents,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,construction workers / manual laborers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,culinary students,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,daughter,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,disabled,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,disabled/mobility impaired,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,disabled/partially disabled,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,divorced,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,divorced people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,english speakers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,family,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,family members,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,food service workers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,fujian/hokkien people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,fujianese,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,guangdong factory workers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,guangdong locals / cantonese speakers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,guangdong native / cantonese-speaking,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,guangdong people / cantonese speakers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,guangxi people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,guangzhou factory workers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,guizhounese,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hakka people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hangzhou locals,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,high-school-aged girl,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hr,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hunan locals,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hunan migrants,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,internal migrants in china,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,jiangxi locals,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,jiangxi native,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,jiangxi province natives,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,landlord,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,left-behind rural residents,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,live streamers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,live-streaming worker,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,local dialect speakers / non-local dialect speakers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,local residents,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,local suzhou people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,logistics workers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,low-income workers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,man/male,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,married people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,men in their 30s,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,migrants/internal migrants,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,minnan speakers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,motorcycle taxi drivers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,older man/retired worker,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,older workers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,parents,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,parents/mothers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people from anhui,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people from guangdong,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people from guangxi,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people from hunan/xiangxi,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people from jiangxi,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people from sichuan,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,project managers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,property management workers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,provincial groups,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,provincial migrants,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,rural villagers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,rural villagers / rural residents,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,shanghainese / shanghai locals,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,sichuan,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,sichuan dialect speakers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,sichuan people,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,sichuanese,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,sisters,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,small business owners,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,small business owners / street vendors,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,sons,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,southerners,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,students / adult learners,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,suzhou locals / wu dialect speakers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,teachers,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,tech company employees,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,university student,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,urban residents,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,White,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,wife,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,wives,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,working-age adults,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,xiangxi native,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,xiangxi natives,other,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,construction contractor,perpetrator,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,debtors/creditors,perpetrator,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hr,perpetrator,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hr professionals,perpetrator,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,police,perpetrator,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,young man,perpetrator,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,factory workers,victim,0.04,0.36,0.25,0.333
IMMIGRATION_ASYLUM,zh,female/women,victim,0.04,0.32,0.25,0.5
IMMIGRATION_ASYLUM,zh,male/men,victim,0.12,0.12,0.333,0.333
IMMIGRATION_ASYLUM,zh,divorced people,victim,0.12,0.12,0.25,0.25
IMMIGRATION_ASYLUM,zh,divorced person,victim,0.08,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,low-income individuals,victim,0.08,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,rural,victim,0.08,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,Chinese,victim,0.04,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,internal migrants,victim,0.04,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,middle-aged,victim,0.04,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,migrant workers,victim,0.04,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,migrant workers / internal migrants,victim,0.04,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,young adult,victim,0.04,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,shanxi people,victim,0.04,0.04,1,1
IMMIGRATION_ASYLUM,zh,age 35+,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,cancer patient,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,cancer patients/families,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,child,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,county-town / small-town resident,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,debtor,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,debtors / people in debt,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,disabled people,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,divorced/separated,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,divorced/separated individuals,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,fathers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,fujianese,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hubei people,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hunan native / hunanese,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hunan people,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,hunanese,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,internal migrant,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,laid-off worker,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,laid-off workers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,logistics/warehouse workers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,low-income,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,mandarin speaker with non-local accent,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,migrant / outsider,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,migrant worker / internal migrant,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,migrant worker / rural-to-urban migrant,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,migrant worker/internal migrant,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,mother,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,northerners / north china accent speakers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,older workers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people from xiangxi,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people with congenital heart disease,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people with disabilities,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,people with disabilities / chronic back injury,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,poor,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,rural / small-county residents,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,rural migrants / internal migrants,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,rural people / from mountain county towns,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,shandong people,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,sichuanese,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,single women over 29,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,the bereaved,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,the sick,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,unemployed / job seekers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,unemployed / laid-off worker,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,unemployed people,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,unemployed workers / laid-off workers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,wage laborers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,widowed,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,widower,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,widowers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,workers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,working class / low-income people,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,working class / low-income workers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,working-class / low-income renters,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,working-class / migrant workers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,working-class / service worker,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,working-class laborers,victim,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,migrant worker,victim|hero,0.08,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,Chinese,victim|hero,0.04,0.08,0.25,0.25
IMMIGRATION_ASYLUM,zh,jiangxi natives,victim|hero,0.04,0.04,0.25,0.25
IMMIGRATION_ASYLUM,zh,non-locals,victim|hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,Arab,bystander,0.04,0.04,0.5,0.5
INDIGENOUS_MINORITY_COMMUNITY,ar,child,bystander,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,Moroccan,bystander,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,teachers,expert,0.4,0.4,0.35,0.35
INDIGENOUS_MINORITY_COMMUNITY,ar,historians,expert,0.08,0.16,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,linguists,expert,0.12,0.12,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,academics,expert,0.08,0.08,0.375,0.375
INDIGENOUS_MINORITY_COMMUNITY,ar,lawyers,expert,0.08,0.08,0.375,0.375
INDIGENOUS_MINORITY_COMMUNITY,ar,academics/professors,expert,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,human rights activists,expert,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,researchers,expert,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,researchers/academics,expert,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,teacher,expert,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,university professors/academics,expert,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,academic,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,academics/linguists,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,academics/researchers,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,anthropologist,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,historian,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,human rights organizations,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,intellectuals,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,linguists/researchers/academics,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,middle-aged,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,researchers / academics,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,sociologists/academics,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,university professors,expert,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,female/women,hero,0.04,0.56,0.25,0.339
INDIGENOUS_MINORITY_COMMUNITY,ar,activists,hero,0.24,0.24,0.292,0.292
INDIGENOUS_MINORITY_COMMUNITY,ar,older adult,hero,0.04,0.12,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,activist,hero,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,protesters,hero,0.04,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,activists / human-rights activists,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,activists/human-rights advocates,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,amazigh diaspora in europe,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,amazigh diaspora in north america,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,European,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,international organizations,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,middle-aged,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,poet,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,tribal/clan councils,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,writer,hero,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,Moroccan,other,0.04,0.68,0.25,0.412
INDIGENOUS_MINORITY_COMMUNITY,ar,Algerian,other,0.44,0.6,0.273,0.433
INDIGENOUS_MINORITY_COMMUNITY,ar,Arab,other,0.04,0.6,0.25,0.467
INDIGENOUS_MINORITY_COMMUNITY,ar,Libyan,other,0.4,0.56,0.275,0.375
INDIGENOUS_MINORITY_COMMUNITY,ar,Tunisian,other,0.4,0.56,0.275,0.375
INDIGENOUS_MINORITY_COMMUNITY,ar,North African,other,0.04,0.56,0.25,0.411
INDIGENOUS_MINORITY_COMMUNITY,ar,female/women,other,0.04,0.56,0.25,0.321
INDIGENOUS_MINORITY_COMMUNITY,ar,muslim,other,0.52,0.52,0.288,0.288
INDIGENOUS_MINORITY_COMMUNITY,ar,tuareg,other,0.04,0.52,0.25,0.673
INDIGENOUS_MINORITY_COMMUNITY,ar,muslims,other,0.04,0.52,0.25,0.327
INDIGENOUS_MINORITY_COMMUNITY,ar,Malian,other,0.4,0.44,0.275,0.295
INDIGENOUS_MINORITY_COMMUNITY,ar,berber,other,0.4,0.4,0.275,0.275
INDIGENOUS_MINORITY_COMMUNITY,ar,Nigerien,other,0.36,0.4,0.278,0.325
INDIGENOUS_MINORITY_COMMUNITY,ar,male/men,other,0.04,0.4,0.25,0.275
INDIGENOUS_MINORITY_COMMUNITY,ar,riffians,other,0.32,0.32,0.406,0.406
INDIGENOUS_MINORITY_COMMUNITY,ar,older adult,other,0.04,0.32,0.25,0.344
INDIGENOUS_MINORITY_COMMUNITY,ar,activists,other,0.28,0.28,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,French,other,0.04,0.28,0.25,0.393
INDIGENOUS_MINORITY_COMMUNITY,ar,chaoui,other,0.24,0.24,0.625,0.625
INDIGENOUS_MINORITY_COMMUNITY,ar,Indigenous,other,0.2,0.24,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,shilha,other,0.04,0.2,0.25,0.45
INDIGENOUS_MINORITY_COMMUNITY,ar,Mauritanian,other,0.16,0.16,0.25,0.312
INDIGENOUS_MINORITY_COMMUNITY,ar,Egyptian,other,0.04,0.16,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,middle-aged,other,0.04,0.16,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,mozabites,other,0.12,0.12,0.333,0.333
INDIGENOUS_MINORITY_COMMUNITY,ar,mozabite,other,0.08,0.08,0.625,0.625
INDIGENOUS_MINORITY_COMMUNITY,ar,riffian,other,0.08,0.08,0.625,0.625
INDIGENOUS_MINORITY_COMMUNITY,ar,canary islanders,other,0.08,0.08,0.5,0.5
INDIGENOUS_MINORITY_COMMUNITY,ar,romans,other,0.08,0.08,0.5,0.5
INDIGENOUS_MINORITY_COMMUNITY,ar,academic,other,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,imazighen,other,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,mali,other,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,niger,other,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,shawiya,other,0.08,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,Dutch,other,0.04,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,European,other,0.04,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,researcher,other,0.04,0.08,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,phoenicians,other,0.04,0.04,0.75,0.75
INDIGENOUS_MINORITY_COMMUNITY,ar,academics,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,administrator,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,afro-asiatic language speakers,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,atlas,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,Belgian,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,berbers,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,Canadian,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,central atlas tamazight speakers,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,chleuh,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,christian,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,christians,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,cultural minorities,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,diaspora communities,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,elder,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,europe,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,government,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,grandparents,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,human rights activist,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,Italian,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,jerawa,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,jerba,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,journalists,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,judge,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,lawyer,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,linguist,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,linguistic minorities,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,linguistic minority,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,maliens,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,middle atlas amazigh,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,middle atlas berbers,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,monarch,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,monarchy/royal family,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,muslims / islamic,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,muslims / islamic identity,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,muslims/islam,other,0.04,0.04,0.25,0.25
INDIGENOUS_MINORITY_COMMUNITY,ar,muslims/islamic identity,other,0.04,0.04,0.25,0.25
