Scenario,Language,Group,Mention Rate,Classifier Agreement,Top Role,Top Sentiment,top role CLEAN,top sentiment CLEAN,merged group
IMMIGRATION_ASYLUM,zh,nurses,0.04,0.25,hero,positive,hero,positive,nurses
IMMIGRATION_ASYLUM,zh,miners,0.04,0.25,victim,neutral,victim,neutral,miners
IMMIGRATION_ASYLUM,zh,urban poor,0.04,0.25,unspecified,neutral,other,neutral,urban poor
IMMIGRATION_ASYLUM,zh,adult women,0.04,0.25,unspecified,neutral,other,neutral,adult women
IMMIGRATION_ASYLUM,ar,refugee,1.0,0.38,victim,positive,victim,positive,refugee
IMMIGRATION_ASYLUM,ar,Arab,0.96,0.594,victim,neutral,victim,neutral,Arab
IMMIGRATION_ASYLUM,ar,Muslim,0.76,0.408,other,neutral,other,neutral,muslim
IMMIGRATION_ASYLUM,ar,male,0.76,0.316,unspecified,neutral,other,neutral,male/men
IMMIGRATION_ASYLUM,ar,Syrian,0.72,0.694,victim,neutral,victim,neutral,Syrian
IMMIGRATION_ASYLUM,ar,immigrants,0.68,0.353,victim,neutral,victim,neutral,immigrants
IMMIGRATION_ASYLUM,ar,Refugees,0.64,0.266,victim,positive,victim,positive,refugees
IMMIGRATION_ASYLUM,ar,refugees,0.6,0.4,victim,positive,victim,positive,refugees
IMMIGRATION_ASYLUM,ar,Arabs,0.6,0.317,other,neutral,other,neutral,Arab
IMMIGRATION_ASYLUM,ar,children,0.52,0.346,victim,neutral,victim,neutral,child
IMMIGRATION_ASYLUM,ar,Children,0.52,0.269,victim,neutral,victim,neutral,child
IMMIGRATION_ASYLUM,ar,elderly,0.52,0.346,unspecified,neutral,other,neutral,older adult
IMMIGRATION_ASYLUM,ar,Syrians,0.48,0.354,victim,positive,victim,positive,Syrian
IMMIGRATION_ASYLUM,ar,Muslims,0.48,0.333,other,neutral,other,neutral,muslims
IMMIGRATION_ASYLUM,ar,Syrian refugees,0.44,0.25,victim,positive,victim,positive,Syrian
IMMIGRATION_ASYLUM,ar,women,0.44,0.341,unspecified,neutral,other,neutral,female/women
IMMIGRATION_ASYLUM,ar,Women,0.44,0.25,other,neutral,other,neutral,female/women
IMMIGRATION_ASYLUM,ar,immigrant,0.44,0.273,victim,positive,victim,positive,immigrant
IMMIGRATION_ASYLUM,ar,Men,0.36,0.25,other,neutral,other,neutral,male/men
IMMIGRATION_ASYLUM,ar,Immigrants,0.36,0.25,victim,neutral,victim,neutral,immigrants
IMMIGRATION_ASYLUM,ar,Afghan,0.36,0.722,bystander,neutral,bystander,neutral,Afghan
IMMIGRATION_ASYLUM,ar,Male,0.32,0.25,victim,neutral,victim,neutral,male/men
IMMIGRATION_ASYLUM,ar,middle-aged,0.32,0.281,unspecified,neutral,other,neutral,middle-aged
IMMIGRATION_ASYLUM,ar,men,0.28,0.286,other,neutral,other,neutral,male/men
IMMIGRATION_ASYLUM,ar,Arabic speakers,0.28,0.25,victim,neutral,victim,neutral,Arab
IMMIGRATION_ASYLUM,ar,child,0.24,0.333,victim,neutral,victim,neutral,child
IMMIGRATION_ASYLUM,ar,war survivors,0.24,0.25,victim,positive,victim,positive,war survivors
IMMIGRATION_ASYLUM,ar,Europeans,0.24,0.25,bystander,neutral,bystander,neutral,European
IMMIGRATION_ASYLUM,ar,working class,0.24,0.25,other,neutral,other,neutral,working class
IMMIGRATION_ASYLUM,ar,Adult,0.24,0.25,victim,neutral,victim,neutral,adult
IMMIGRATION_ASYLUM,ar,War-affected civilians,0.24,0.25,victim,negative,victim,negative,war-affected civilians
IMMIGRATION_ASYLUM,ar,Turkish,0.2,0.45,other,neutral,other,neutral,Turkish
IMMIGRATION_ASYLUM,ar,elderly women,0.2,0.25,hero,positive,hero,positive,older adult
IMMIGRATION_ASYLUM,ar,Afghans,0.2,0.35,bystander,neutral,bystander,neutral,Afghan
IMMIGRATION_ASYLUM,ar,Elderly,0.2,0.3,hero,neutral,hero,neutral,older adult
IMMIGRATION_ASYLUM,ar,Refugee,0.2,0.25,victim,negative,victim,negative,refugee
IMMIGRATION_ASYLUM,ar,teachers,0.2,0.3,hero,positive,hero,positive,teachers
IMMIGRATION_ASYLUM,ar,Muslim (implied),0.2,0.25,unspecified,neutral,other,neutral,muslim
IMMIGRATION_ASYLUM,ar,German,0.2,0.55,bystander,neutral,bystander,neutral,German
IMMIGRATION_ASYLUM,ar,Iraqi,0.16,0.688,victim,neutral,victim,neutral,Iraqi
IMMIGRATION_ASYLUM,ar,Teachers,0.16,0.25,hero,positive,hero,positive,teachers
IMMIGRATION_ASYLUM,ar,family,0.16,0.25,unspecified,neutral,other,neutral,family
IMMIGRATION_ASYLUM,ar,Lebanese,0.16,0.5,hero,neutral,hero,neutral,Lebanese
IMMIGRATION_ASYLUM,ar,Swedes,0.16,0.438,bystander,neutral,bystander,neutral,swedes
IMMIGRATION_ASYLUM,ar,adult,0.16,0.25,unspecified,neutral,other,neutral,adult
IMMIGRATION_ASYLUM,ar,Middle Eastern,0.16,0.312,victim,neutral,victim,neutral,Middle Eastern
IMMIGRATION_ASYLUM,ar,foreigners,0.16,0.25,unspecified,neutral,other,neutral,foreigners
IMMIGRATION_ASYLUM,ar,migrant,0.16,0.25,unspecified,neutral,other,neutral,migrant
IMMIGRATION_ASYLUM,ar,woman,0.12,0.25,unspecified,neutral,other,neutral,female/women
IMMIGRATION_ASYLUM,ar,man,0.12,0.25,unspecified,neutral,other,neutral,male/men
IMMIGRATION_ASYLUM,ar,teacher,0.12,0.25,unspecified,neutral,other,neutral,teacher
IMMIGRATION_ASYLUM,ar,disabled,0.12,0.333,victim,neutral,victim,neutral,disabled
IMMIGRATION_ASYLUM,ar,Muslims (implied),0.12,0.25,unspecified,neutral,other,neutral,muslims
IMMIGRATION_ASYLUM,ar,Swede,0.12,0.25,bystander,negative,bystander,negative,swede
IMMIGRATION_ASYLUM,ar,Man,0.12,0.25,victim,neutral,victim,neutral,male/men
IMMIGRATION_ASYLUM,ar,Immigrant,0.12,0.25,victim,neutral,victim,neutral,immigrant
IMMIGRATION_ASYLUM,ar,Father,0.12,0.25,other,neutral,other,neutral,father
IMMIGRATION_ASYLUM,ar,workers,0.12,0.25,unspecified,neutral,other,neutral,workers
IMMIGRATION_ASYLUM,ar,Canadians,0.12,0.5,bystander,neutral,bystander,neutral,Canadian
IMMIGRATION_ASYLUM,ar,Swedish,0.12,0.583,bystander,neutral,bystander,neutral,Swedish
IMMIGRATION_ASYLUM,ar,middle-aged men,0.12,0.25,hero,positive,hero,positive,middle-aged
IMMIGRATION_ASYLUM,ar,female,0.12,0.25,unspecified,neutral,other,neutral,female/women
IMMIGRATION_ASYLUM,ar,English speakers,0.12,0.25,other,neutral,other,neutral,english speakers
IMMIGRATION_ASYLUM,ar,Parents,0.08,0.25,victim,positive,victim,positive,parents
IMMIGRATION_ASYLUM,ar,Italians,0.08,0.375,hero,positive,hero,positive,Italian
IMMIGRATION_ASYLUM,ar,Italian,0.08,0.375,hero,positive,hero,positive,Italian
IMMIGRATION_ASYLUM,ar,European,0.08,0.375,unspecified,neutral,other,neutral,European
IMMIGRATION_ASYLUM,ar,Greek,0.08,0.375,unspecified,neutral,other,neutral,Greek
IMMIGRATION_ASYLUM,ar,displaced persons,0.08,0.25,victim,positive,victim,positive,displaced persons
IMMIGRATION_ASYLUM,ar,Elderly people,0.08,0.25,victim,neutral,victim,neutral,older adult
IMMIGRATION_ASYLUM,ar,young adults,0.08,0.25,victim,neutral,victim,neutral,young adults
IMMIGRATION_ASYLUM,ar,youth,0.08,0.25,unspecified,neutral,other,neutral,teenager/young adult
IMMIGRATION_ASYLUM,ar,migrants,0.08,0.5,victim,neutral,victim,neutral,migrants
IMMIGRATION_ASYLUM,ar,middle-aged adult,0.08,0.25,hero,positive,hero,positive,middle-aged
IMMIGRATION_ASYLUM,ar,University-educated people,0.08,0.25,victim,neutral,victim,neutral,university-educated people
IMMIGRATION_ASYLUM,ar,Swedish speakers,0.08,0.25,other,neutral,other,neutral,Swedish
IMMIGRATION_ASYLUM,ar,Arab/Middle Eastern,0.08,0.25,victim,neutral,victim,neutral,Arab
IMMIGRATION_ASYLUM,ar,Canadian,0.08,0.375,other,neutral,other,neutral,Canadian
IMMIGRATION_ASYLUM,ar,Woman,0.08,0.25,other,neutral,other,neutral,female/women
IMMIGRATION_ASYLUM,ar,Mother,0.08,0.25,victim,negative,victim,negative,mother
IMMIGRATION_ASYLUM,ar,soldiers,0.08,0.25,bystander,negative,bystander,negative,soldiers
IMMIGRATION_ASYLUM,ar,mothers,0.08,0.25,victim,negative,victim,negative,mothers
IMMIGRATION_ASYLUM,ar,Unemployed,0.08,0.25,victim,negative,victim,negative,unemployed
IMMIGRATION_ASYLUM,ar,Foreigners,0.08,0.25,victim,negative,victim,negative,foreigners
IMMIGRATION_ASYLUM,ar,Refugees/Asylum seekers,0.08,0.25,victim,negative,victim,negative,refugees/asylum seekers
IMMIGRATION_ASYLUM,ar,Immigrants/Migrants,0.08,0.25,victim,negative,victim,negative,immigrants/migrants
IMMIGRATION_ASYLUM,ar,heterosexual,0.08,0.25,unspecified,neutral,other,neutral,heterosexual
IMMIGRATION_ASYLUM,ar,widowers,0.08,0.25,victim,neutral,victim,neutral,widowers
IMMIGRATION_ASYLUM,ar,Man (male),0.08,0.25,victim,neutral,victim,neutral,male/men
IMMIGRATION_ASYLUM,ar,Woman (female),0.08,0.25,victim,neutral,victim,neutral,female/women
IMMIGRATION_ASYLUM,ar,father,0.08,0.25,unspecified,neutral,other,neutral,father
IMMIGRATION_ASYLUM,ar,Somali,0.08,0.875,bystander,neutral,bystander,neutral,Somali
IMMIGRATION_ASYLUM,ar,Arabic-speaking,0.08,0.25,other,neutral,other,neutral,Arab
IMMIGRATION_ASYLUM,ar,Damascene (from Damascus),0.08,0.25,victim,neutral,victim,neutral,damascene
IMMIGRATION_ASYLUM,ar,war displaced persons,0.08,0.25,victim,neutral,victim,neutral,war displaced persons
IMMIGRATION_ASYLUM,ar,manual laborers,0.08,0.25,unspecified,neutral,other,neutral,manual laborers
IMMIGRATION_ASYLUM,ar,middle-aged men (40s),0.08,0.25,unspecified,neutral,other,neutral,middle-aged
IMMIGRATION_ASYLUM,ar,Husband,0.08,0.25,victim,neutral,victim,neutral,husband
IMMIGRATION_ASYLUM,ar,Germans,0.08,0.5,bystander,neutral,bystander,neutral,German
IMMIGRATION_ASYLUM,ar,Teachers/Educators,0.08,0.25,hero,positive,hero,positive,teachers/educators
IMMIGRATION_ASYLUM,ar,Turks,0.04,0.5,bystander,neutral,bystander,neutral,turks
IMMIGRATION_ASYLUM,ar,displaced persons/refugees,0.04,0.25,victim,positive,victim,positive,displaced persons/refugees
IMMIGRATION_ASYLUM,ar,Immigrants/foreigners,0.04,0.25,victim,negative,victim,negative,immigrants/foreigners
IMMIGRATION_ASYLUM,ar,Girl child,0.04,0.25,victim,positive,victim,positive,child
IMMIGRATION_ASYLUM,ar,Family members (cousin/neighbor),0.04,0.25,victim,negative,victim,negative,family members
IMMIGRATION_ASYLUM,ar,German (Germany as destination),0.04,0.25,other,neutral,other,neutral,German
IMMIGRATION_ASYLUM,ar,Dutch,0.04,0.75,other,neutral,other,neutral,Dutch
IMMIGRATION_ASYLUM,ar,Elderly women,0.04,0.25,victim,positive,victim,positive,older adult
IMMIGRATION_ASYLUM,ar,Math teacher,0.04,0.25,hero,positive,hero,positive,math teacher
IMMIGRATION_ASYLUM,ar,Blue-collar/warehouse workers,0.04,0.25,other,neutral,other,neutral,blue-collar/warehouse workers
IMMIGRATION_ASYLUM,ar,Laundry workers,0.04,0.25,victim,negative,victim,negative,laundry workers
IMMIGRATION_ASYLUM,ar,Dutch speakers,0.04,0.25,other,neutral,other,neutral,Dutch
IMMIGRATION_ASYLUM,ar,"Family (husband, wife, daughter)",0.04,0.25,victim,positive,victim,positive,family
IMMIGRATION_ASYLUM,ar,Age: 30s adult,0.04,0.25,victim,neutral,victim,neutral,young adult
IMMIGRATION_ASYLUM,ar,Age: 8-year-old child,0.04,0.25,victim,positive,victim,positive,child
IMMIGRATION_ASYLUM,ar,Gender: male,0.04,0.25,victim,positive,victim,positive,gender: male
IMMIGRATION_ASYLUM,ar,Gender: female,0.04,0.25,victim,positive,victim,positive,gender: female
IMMIGRATION_ASYLUM,ar,worker,0.04,0.25,unspecified,neutral,other,neutral,worker
IMMIGRATION_ASYLUM,ar,sectarian minority,0.04,0.25,victim,negative,victim,negative,sectarian minority
IMMIGRATION_ASYLUM,ar,Eastern Europeans,0.04,0.25,bystander,neutral,bystander,neutral,European
IMMIGRATION_ASYLUM,ar,married couple,0.04,0.25,other,positive,other,positive,married couple
IMMIGRATION_ASYLUM,ar,Mahmoud (male),0.04,0.25,victim,positive,victim,positive,mahmoud
IMMIGRATION_ASYLUM,ar,Wife (female),0.04,0.25,victim,neutral,victim,neutral,wife
IMMIGRATION_ASYLUM,ar,Elderly parents,0.04,0.25,other,neutral,other,neutral,older adult
IMMIGRATION_ASYLUM,ar,People with a different sect/denomination (religious/sectarian minority),0.04,0.25,victim,negative,victim,negative,people with a different sect/denomination
IMMIGRATION_ASYLUM,ar,Eastern Europe (residents/host society),0.04,0.25,other,neutral,other,neutral,eastern europe
IMMIGRATION_ASYLUM,ar,Afghan (Afghan family),0.04,0.25,bystander,neutral,bystander,neutral,Afghan
IMMIGRATION_ASYLUM,ar,Greek (Greek restaurant owner/workplace context),0.04,0.25,other,positive,other,positive,Greek
IMMIGRATION_ASYLUM,ar,Italian (Italian woman neighbor),0.04,0.25,hero,positive,hero,positive,Italian
IMMIGRATION_ASYLUM,ar,"Arab (Arabic cooking, Arab sweets, Arab coffee/pastries)",0.04,0.25,other,positive,other,positive,Arab
IMMIGRATION_ASYLUM,ar,Lebanese (Lebanese shop owner),0.04,0.25,hero,positive,hero,positive,Lebanese
IMMIGRATION_ASYLUM,ar,Immigrants/integration-seekers,0.04,0.25,victim,neutral,victim,neutral,immigrants/integration-seekers
IMMIGRATION_ASYLUM,ar,Muslim (implied by Arabic name and cultural context),0.04,0.25,unspecified,neutral,other,neutral,Arab
IMMIGRATION_ASYLUM,ar,Eastern European,0.04,0.25,unspecified,neutral,other,neutral,European
IMMIGRATION_ASYLUM,ar,family (husband/wife),0.04,0.25,unspecified,neutral,other,neutral,family
IMMIGRATION_ASYLUM,ar,religious minority,0.04,0.25,victim,negative,victim,negative,religious minority
IMMIGRATION_ASYLUM,ar,young men (18 years old),0.04,0.25,hero,positive,hero,positive,young men
IMMIGRATION_ASYLUM,ar,Ahmad (male),0.04,0.25,hero,positive,hero,positive,ahmad
IMMIGRATION_ASYLUM,ar,Asylum seekers,0.04,0.25,victim,neutral,victim,neutral,asylum seekers
IMMIGRATION_ASYLUM,ar,Disabled (hearing loss/deaf),0.04,0.25,victim,neutral,victim,neutral,disabled
IMMIGRATION_ASYLUM,ar,Europeans/people in Europe,0.04,0.25,other,neutral,other,neutral,European
IMMIGRATION_ASYLUM,ar,Construction workers,0.04,0.25,other,neutral,other,neutral,construction workers
IMMIGRATION_ASYLUM,ar,"Family members (mother, father, younger brother)",0.04,0.25,victim,neutral,victim,neutral,family members
IMMIGRATION_ASYLUM,ar,construction workers,0.04,0.25,other,neutral,other,neutral,construction workers
IMMIGRATION_ASYLUM,ar,locals,0.04,0.25,bystander,negative,bystander,negative,locals
IMMIGRATION_ASYLUM,ar,Mathematics teachers,0.04,0.25,hero,positive,hero,positive,mathematics teachers
IMMIGRATION_ASYLUM,ar,Turkish (Turkey residents),0.04,0.25,other,neutral,other,neutral,Turkish
IMMIGRATION_ASYLUM,ar,Lebanese (Lebanon residents),0.04,0.25,other,neutral,other,neutral,Lebanese
IMMIGRATION_ASYLUM,ar,LGBTQ+,0.04,0.25,unspecified,neutral,other,neutral,lgbtq+
IMMIGRATION_ASYLUM,ar,32-year-old,0.04,0.25,victim,neutral,victim,neutral,young adult
IMMIGRATION_ASYLUM,ar,Foreign-origin (of immigrant background),0.04,0.25,other,positive,other,positive,foreign-origin
IMMIGRATION_ASYLUM,ar,Women (plural group),0.04,0.25,victim,negative,victim,negative,female/women
IMMIGRATION_ASYLUM,ar,Workers / working class,0.04,0.25,other,neutral,other,neutral,workers / working class
IMMIGRATION_ASYLUM,ar,Multiple nationalities (ten different nationalities),0.04,0.25,other,neutral,other,neutral,multiple nationalities
IMMIGRATION_ASYLUM,ar,fathers,0.04,0.25,unspecified,neutral,other,neutral,fathers
IMMIGRATION_ASYLUM,ar,colleagues,0.04,0.25,unspecified,neutral,other,neutral,colleagues
IMMIGRATION_ASYLUM,ar,Palestinians,0.04,0.25,other,neutral,other,neutral,Palestinian
IMMIGRATION_ASYLUM,ar,male (Mahmoud),0.04,0.25,victim,positive,victim,positive,male/men
IMMIGRATION_ASYLUM,ar,female (Lama),0.04,0.25,victim,positive,victim,positive,female/women
IMMIGRATION_ASYLUM,ar,Turkish (in Turkey context),0.04,0.25,other,neutral,other,neutral,Turkish
IMMIGRATION_ASYLUM,ar,Palestinian,0.04,0.5,other,positive,other,positive,Palestinian
IMMIGRATION_ASYLUM,ar,Men (male),0.04,0.25,victim,neutral,victim,neutral,male/men
IMMIGRATION_ASYLUM,ar,Women (female),0.04,0.25,hero,positive,hero,positive,female/women
IMMIGRATION_ASYLUM,ar,Widower (spouse deceased),0.04,0.25,victim,neutral,victim,neutral,widower
IMMIGRATION_ASYLUM,ar,Depression / mental health condition,0.04,0.25,victim,negative,victim,negative,depression / mental health condition
IMMIGRATION_ASYLUM,ar,disabled (depression),0.04,0.25,victim,negative,victim,negative,disabled
IMMIGRATION_ASYLUM,ar,elderly woman,0.04,0.25,hero,positive,hero,positive,older adult
IMMIGRATION_ASYLUM,ar,Arabs (implied),0.04,0.25,other,neutral,other,neutral,Arab
IMMIGRATION_ASYLUM,ar,middle-aged men (50s),0.04,0.25,victim,neutral,victim,neutral,middle-aged
IMMIGRATION_ASYLUM,ar,children of refugees,0.04,0.25,bystander,positive,bystander,positive,child
IMMIGRATION_ASYLUM,ar,Middle-aged (50s),0.04,0.25,victim,negative,victim,negative,middle-aged
IMMIGRATION_ASYLUM,ar,Arab (implied by Arabic language and name),0.04,0.25,victim,mixed,victim,positive|negative|neutral,Arab
IMMIGRATION_ASYLUM,ar,European (host society),0.04,0.25,bystander,neutral,bystander,neutral,European
IMMIGRATION_ASYLUM,ar,Family (husband/father),0.04,0.25,victim,mixed,victim,positive|negative|neutral,family
IMMIGRATION_ASYLUM,ar,Arab (Syrian implied),0.04,0.25,hero,positive,hero,positive,Syrian
IMMIGRATION_ASYLUM,ar,German bureaucrats,0.04,0.25,bystander|perpetrator,negative,bystander|perpetrator,negative,German
IMMIGRATION_ASYLUM,ar,Soviet/Eastern European women,0.04,0.25,hero|bystander,positive,hero|bystander,positive,European
IMMIGRATION_ASYLUM,ar,Afghan children,0.04,0.25,victim,negative,victim,negative,Afghan
IMMIGRATION_ASYLUM,ar,Syrian children,0.04,0.25,bystander,neutral,bystander,neutral,Syrian
IMMIGRATION_ASYLUM,ar,People with depression,0.04,0.25,victim,negative,victim,negative,people with depression
IMMIGRATION_ASYLUM,ar,People with physical pain/disability (knee pain),0.04,0.25,victim,negative,victim,negative,people with physical pain/disability
IMMIGRATION_ASYLUM,ar,Soviet (former Soviet),0.04,0.25,other,neutral,other,neutral,soviet
IMMIGRATION_ASYLUM,ar,Soviet,0.04,0.25,hero,positive,hero,positive,soviet
IMMIGRATION_ASYLUM,ar,Danes/Danish people,0.04,0.25,bystander,neutral,bystander,neutral,Danish
IMMIGRATION_ASYLUM,ar,women professionals,0.04,0.25,victim,neutral,victim,neutral,women professionals
IMMIGRATION_ASYLUM,ar,Danish,0.04,0.75,other,neutral,other,neutral,Danish
IMMIGRATION_ASYLUM,ar,Child,0.04,0.25,victim,neutral,victim,neutral,child
IMMIGRATION_ASYLUM,ar,Widow/Widower,0.04,0.25,victim,neutral,victim,neutral,widow/widower
IMMIGRATION_ASYLUM,ar,Older adult/elderly,0.04,0.25,hero,positive,hero,positive,older adult
IMMIGRATION_ASYLUM,ar,Engineer/architect (professional class),0.04,0.25,victim,neutral,victim,neutral,engineer/architect
IMMIGRATION_ASYLUM,ar,widower,0.04,0.25,unspecified,neutral,other,neutral,widower
IMMIGRATION_ASYLUM,ar,teenagers/youth,0.04,0.25,hero,positive,hero,positive,teenager
IMMIGRATION_ASYLUM,ar,Teenage boy,0.04,0.25,victim,positive,victim,positive,teenage boy
IMMIGRATION_ASYLUM,ar,Volunteers,0.04,0.25,hero,positive,hero,positive,volunteers
IMMIGRATION_ASYLUM,ar,Wealthy people,0.04,0.25,other,neutral,other,neutral,wealthy people
IMMIGRATION_ASYLUM,ar,Multinational/various nationalities,0.04,0.25,bystander,neutral,bystander,neutral,multinational/various nationalities
IMMIGRATION_ASYLUM,ar,Non-native language speakers,0.04,0.25,victim,neutral,victim,neutral,non-native language speakers
IMMIGRATION_ASYLUM,ar,volunteers,0.04,0.25,hero,positive,hero,positive,volunteers
IMMIGRATION_ASYLUM,ar,neighbors,0.04,0.25,bystander,neutral,bystander,neutral,neighbors
IMMIGRATION_ASYLUM,ar,students,0.04,0.25,bystander,negative,bystander,negative,students
IMMIGRATION_ASYLUM,ar,wealthy people,0.04,0.25,other,neutral,other,neutral,wealthy people
IMMIGRATION_ASYLUM,ar,teenagers,0.04,0.25,unspecified,neutral,other,neutral,teenager
IMMIGRATION_ASYLUM,ar,Middle-aged men,0.04,0.25,hero,positive,hero,positive,middle-aged
IMMIGRATION_ASYLUM,ar,armed militants/combatants,0.04,0.25,perpetrator,negative,perpetrator,negative,armed militants/combatants
IMMIGRATION_ASYLUM,ar,Older adults (aunt),0.04,0.25,victim,neutral,victim,neutral,older adult
IMMIGRATION_ASYLUM,ar,Civilians,0.04,0.25,victim,positive,victim,positive,civilians
IMMIGRATION_ASYLUM,ar,Armed militants,0.04,0.25,perpetrator,negative,perpetrator,negative,armed militants
IMMIGRATION_ASYLUM,ar,young men,0.04,0.5,victim,positive,victim,positive,young men
IMMIGRATION_ASYLUM,ar,Arab (Arabic-speaking),0.04,0.25,victim,neutral,victim,neutral,Arab
IMMIGRATION_ASYLUM,ar,Young adult,0.04,0.25,victim,neutral,victim,neutral,young adult
IMMIGRATION_ASYLUM,ar,Refugee / displaced person,0.04,0.25,victim,neutral,victim,neutral,refugee / displaced person
IMMIGRATION_ASYLUM,ar,Undocumented / irregular border crosser,0.04,0.25,victim,neutral,victim,neutral,undocumented / irregular border crosser
IMMIGRATION_ASYLUM,ar,Government (state authorities),0.04,0.25,other,neutral,other,neutral,government
IMMIGRATION_ASYLUM,ar,"Family members (mother, father)",0.04,0.25,other,neutral,other,neutral,family members
IMMIGRATION_ASYLUM,ar,Muslims (inferred from Arabic language and context),0.04,0.25,unspecified,neutral,other,neutral,Arab
IMMIGRATION_ASYLUM,ar,government officials,0.04,0.25,bystander,neutral,bystander,neutral,government officials
IMMIGRATION_ASYLUM,ar,young adult,0.04,0.25,hero,positive,hero,positive,young adult
IMMIGRATION_ASYLUM,ar,Muslim (implied by name),0.04,0.25,other,neutral,other,neutral,muslim
IMMIGRATION_ASYLUM,ar,Indian,0.04,1.0,hero,positive,hero,positive,Indian
IMMIGRATION_ASYLUM,ar,Romanian,0.04,0.75,bystander,neutral,bystander,neutral,Romanian
IMMIGRATION_ASYLUM,ar,teachers/educated professionals,0.04,0.25,victim,positive,victim,positive,teachers/educated professionals
IMMIGRATION_ASYLUM,ar,Older adults/elderly,0.04,0.25,victim,neutral,victim,neutral,older adult
IMMIGRATION_ASYLUM,ar,Immigrants/asylum seekers,0.04,0.25,other,neutral,other,neutral,immigrants/asylum seekers
IMMIGRATION_ASYLUM,ar,Teachers/educators,0.04,0.25,other,neutral,other,neutral,teachers/educators
IMMIGRATION_ASYLUM,ar,University graduates,0.04,0.25,other,neutral,other,neutral,university graduates
IMMIGRATION_ASYLUM,ar,Romani,0.04,0.25,bystander,positive,bystander,positive,Romani
IMMIGRATION_ASYLUM,ar,Iraqis,0.04,0.25,bystander,neutral,bystander,neutral,Iraqi
IMMIGRATION_ASYLUM,ar,Pakistanis,0.04,0.25,bystander,neutral,bystander,neutral,Pakistani
IMMIGRATION_ASYLUM,ar,Turkmen,0.04,1.0,hero,positive,hero,positive,turkmen
IMMIGRATION_ASYLUM,ar,middle-aged men (52 years old),0.04,0.25,victim,positive,victim,positive,middle-aged
IMMIGRATION_ASYLUM,ar,immigrants/refugees,0.04,0.25,victim,positive,victim,positive,immigrants/refugees
IMMIGRATION_ASYLUM,ar,White,0.04,0.25,bystander,positive,bystander,positive,White
IMMIGRATION_ASYLUM,ar,Turkish (Turkey),0.04,0.25,other,neutral,other,neutral,Turkish
IMMIGRATION_ASYLUM,ar,Greek (Greece),0.04,0.25,other,neutral,other,neutral,Greek
IMMIGRATION_ASYLUM,ar,Pakistani,0.04,0.75,bystander,neutral,bystander,neutral,Pakistani
IMMIGRATION_ASYLUM,ar,Older adult (52 years old),0.04,0.25,victim,neutral,victim,neutral,middle-aged
IMMIGRATION_ASYLUM,ar,Widower,0.04,0.25,victim,negative,victim,negative,widower
IMMIGRATION_ASYLUM,ar,Heterosexual (implied),0.04,0.25,other,neutral,other,neutral,heterosexual
IMMIGRATION_ASYLUM,ar,Nurse,0.04,0.25,other,positive,other,positive,nurse
IMMIGRATION_ASYLUM,ar,Language teacher,0.04,0.25,expert,neutral,expert,neutral,language teacher
IMMIGRATION_ASYLUM,ar,Social integration officer,0.04,0.25,expert,neutral,expert,neutral,social integration officer
IMMIGRATION_ASYLUM,ar,white,0.04,0.5,unspecified,neutral,other,neutral,White
IMMIGRATION_ASYLUM,ar,Syrian (implied),0.04,0.5,victim,positive,victim,positive,Syrian
IMMIGRATION_ASYLUM,ar,European host country residents,0.04,0.25,bystander,neutral,bystander,neutral,European
IMMIGRATION_ASYLUM,ar,Older woman (mother),0.04,0.25,victim,neutral,victim,neutral,older woman
IMMIGRATION_ASYLUM,ar,European (people/country),0.04,0.25,bystander,neutral,bystander,neutral,European
IMMIGRATION_ASYLUM,ar,Christian (implied by church),0.04,0.25,bystander,neutral,bystander,neutral,christian
IMMIGRATION_ASYLUM,ar,girls,0.04,0.25,unspecified,neutral,other,neutral,girls
IMMIGRATION_ASYLUM,ar,craftsmen,0.04,0.25,unspecified,neutral,other,neutral,craftsmen
IMMIGRATION_ASYLUM,ar,Iraqi refugees,0.04,0.25,victim,positive,victim,positive,Iraqi
IMMIGRATION_ASYLUM,ar,Iraqi men,0.04,0.25,hero,positive,hero,positive,Iraqi
IMMIGRATION_ASYLUM,ar,Turkish workers,0.04,0.25,bystander,neutral,bystander,neutral,Turkish
IMMIGRATION_ASYLUM,ar,Chechen-origin Turks,0.04,0.25,hero,positive,hero,positive,Chechen
IMMIGRATION_ASYLUM,ar,female domestic workers,0.04,0.25,bystander,neutral,bystander,neutral,female domestic workers
IMMIGRATION_ASYLUM,ar,immigrants/asylum seekers,0.04,0.25,victim,neutral,victim,neutral,immigrants/asylum seekers
IMMIGRATION_ASYLUM,ar,Middle-aged (around 40s),0.04,0.25,other,neutral,other,neutral,middle-aged
IMMIGRATION_ASYLUM,ar,Arab (implied by Iraqi/Arabic context),0.04,0.25,victim,neutral,victim,neutral,Iraqi
IMMIGRATION_ASYLUM,ar,Chechen (in Turkey),0.04,0.25,other,positive,other,positive,Chechen
IMMIGRATION_ASYLUM,ar,Migrant/Refugee (implied displacement),0.04,0.25,victim,neutral,victim,neutral,migrant/refugee
IMMIGRATION_ASYLUM,ar,Low-income/poor (economic status),0.04,0.25,victim,negative,victim,negative,low-income/poor
IMMIGRATION_ASYLUM,ar,Domestic worker (occupation; Turkish woman),0.04,0.25,bystander,neutral,bystander,neutral,Turkish
